,Type,Site,Impurity,AB,(0/-1)_DFT,train_mean,train_std
953,IV-IV,M_i_A,Ge,GeC,2.62,2.249362994453704,0.05249173817326144
954,IV-IV,M_i_B,Ge,GeC,2.55,2.2608189757286543,0.04909243821205427
955,IV-IV,M_i_neut,Ge,GeC,2.29,2.2381341505656542,0.059357581929162184
956,IV-IV,M_A,C,SnC,1.17,0.8713588130511383,0.10029481975778534
957,IV-IV,M_B,Sn,SnC,1.73,2.0829808001623986,0.06451084498506057
958,IV-IV,M_i_A,C,SnC,0.84,1.2649172920860492,0.07201502038254158
959,IV-IV,M_i_neut,C,SnC,1.76,1.2970553535681804,0.07440647185771171
960,IV-IV,M_i_B,Sn,SnC,2.0,1.9487437916908568,0.0695205379339252
961,IV-IV,M_i_neut,Sn,SnC,1.88,1.9263100502824784,0.06482534219447446
962,IV-IV,M_A,Ge,SiGe,0.76,0.5785092609591304,0.054141120135133905
963,IV-IV,M_B,Si,SiGe,0.74,0.5382269721652037,0.07607125002177881
964,IV-IV,M_i_A,Ge,SiGe,1.01,0.962992526455591,0.05152448467740447
965,IV-IV,M_i_neut,Ge,SiGe,0.86,0.950926166229301,0.045101851429842056
966,IV-IV,M_i_A,Si,SiGe,0.93,0.8940100717974007,0.04471975031888541
967,IV-IV,M_i_B,Si,SiGe,0.91,0.9056833503439201,0.044558414095735924
968,IV-IV,M_A,Sn,SiSn,0.66,0.5290342992991862,0.03745245050019681
969,IV-IV,M_B,Si,SiSn,0.52,0.2863005980009466,0.054484732645781006
970,IV-IV,M_i_A,Sn,SiSn,0.97,0.9131153156075633,0.03281522431130371
971,IV-IV,M_i_B,Sn,SiSn,0.98,0.9631989817830199,0.039000707054325685
972,IV-IV,M_i_neut,Sn,SiSn,0.72,0.8842291775156124,0.03230640911634806
973,IV-IV,M_i_A,Si,SiSn,0.75,0.7988285813009053,0.033404076468914724
974,IV-IV,M_i_B,Si,SiSn,0.86,0.8167299377717001,0.029590193266532408
975,IV-IV,M_i_neut,Si,SiSn,0.65,0.7877000878387093,0.030446078057110255
976,IV-IV,M_A,Sn,GeSn,0.24,0.14535685258363798,0.05646940708182753
977,IV-IV,M_i_A,Sn,GeSn,0.73,0.671189848129228,0.041799449135439634
978,IV-IV,M_i_B,Sn,GeSn,0.79,0.7203614170850283,0.041279778607575236
979,IV-IV,M_i_neut,Sn,GeSn,0.5,0.6403507648019451,0.0414392402160475
980,IV-IV,M_i_A,Ge,GeSn,0.65,0.6095110405677404,0.03399824216991205
981,IV-IV,M_i_B,Ge,GeSn,0.68,0.6420892584425493,0.04427267868785561
982,IV-IV,M_i_neut,Ge,GeSn,0.39,0.587391104155091,0.034197903676401104
