,Type,Site,Impurity,AB,∆H (A-rich)_DFT,train_mean,train_std
958,II-VI,M_A,F,CdSe,6.127700277000001,5.618568077370375,0.16838535368396926
959,II-VI,M_A,Cl,CdSe,5.433229923,5.563126926784069,0.1327519167660806
960,II-VI,M_A,Br,CdSe,5.165045807,5.195221168067249,0.15486377169521043
961,II-VI,M_A,I,CdSe,4.919505748,4.9425781382079785,0.1552110182452756
962,II-VI,M_A,Sc,CdSe,0.8847867140000001,1.622885840230311,0.13781356863527955
963,II-VI,M_A,Ti,CdSe,1.4337301219999998,1.017675383053972,0.0800262051586803
964,II-VI,M_A,V,CdSe,1.265161843,0.7897058122710707,0.09233295583141467
965,II-VI,M_A,Cr,CdSe,1.035965893,0.7229966114287251,0.0985878855328092
966,II-VI,M_A,Mn,CdSe,0.066016653,0.6746983621153941,0.14000458700105547
967,II-VI,M_A,Fe,CdSe,0.956735628,0.9240768426965392,0.09663943037671799
968,II-VI,M_A,Co,CdSe,4.329099543,1.3907795391401945,0.1069618302018792
969,II-VI,M_A,Ni,CdSe,2.454319349,1.4965894209310089,0.12757767991048838
970,II-VI,M_A,Zn,CdSe,0.258216638,1.4449214465762725,0.11562433585105773
971,II-VI,M_A,Y,CdSe,1.0056854240000002,1.8469903413363995,0.12052514290068055
972,II-VI,M_A,Zr,CdSe,1.672035705,1.7327582864224822,0.09578760425356352
973,II-VI,M_A,Nb,CdSe,2.0010438369999997,2.539683631478981,0.10417317733081206
974,II-VI,M_A,Mo,CdSe,3.268952895,3.2321313467503323,0.11817583974933055
975,II-VI,M_A,Tc,CdSe,3.24450497,2.6291442885673244,0.13510282157184403
976,II-VI,M_A,Rh,CdSe,2.7935021730000003,2.4771744542491474,0.1001135380963435
977,II-VI,M_A,Pd,CdSe,3.238414545,1.8633369194150418,0.12567440127891036
978,II-VI,M_A,Ag,CdSe,2.292607785,1.497660108850908,0.11634534543188019
979,II-VI,M_A,Cd,CdSe,-0.000307665,1.0698542581341481,0.11563064565146276
980,II-VI,M_A,La,CdSe,1.312234341,1.2585128715260256,0.16781308188946756
981,II-VI,M_A,Hf,CdSe,0.390146715,1.7599577258067132,0.13369608314425974
982,II-VI,M_A,Ta,CdSe,2.47108333,3.5023153409683916,0.12854626392827956
983,II-VI,M_A,W,CdSe,4.24218798,5.005130387790747,0.17051486314279685
984,II-VI,M_A,Re,CdSe,4.38445368,3.5706018126150085,0.1532055534773724
985,II-VI,M_A,Os,CdSe,4.53417731,5.166353475560764,0.1291702642051207
986,II-VI,M_A,Ir,CdSe,3.448724988,4.0275109255651325,0.1182841212863741
987,II-VI,M_A,Pt,CdSe,3.5531096,3.921571707582659,0.12788375219315037
988,II-VI,M_A,Au,CdSe,3.36000323,3.516851405753645,0.1721846536314765
989,II-VI,M_A,Hg,CdSe,1.38106403,1.1238882398055667,0.14309928229554275
990,II-VI,M_B,Li,CdSe,3.6438674,2.61791049716256,0.22285246562731678
991,II-VI,M_B,Na,CdSe,5.200185649,3.5645770716186704,0.16745766378970317
992,II-VI,M_B,K,CdSe,3.4555855139999996,3.1205225695994776,0.17999899299503844
993,II-VI,M_B,Rb,CdSe,3.2151292039999997,3.340751149654757,0.17434012115173997
994,II-VI,M_B,Cs,CdSe,2.9641901739999996,4.777761212431301,0.22778975367328003
995,II-VI,M_B,Be,CdSe,4.039905148,4.8332848250495735,0.2564989536127168
996,II-VI,M_B,Mg,CdSe,3.820436148,4.351694916514964,0.27697495191993243
997,II-VI,M_B,Sr,CdSe,5.708934147999999,5.465170084785631,0.14934860257245028
998,II-VI,M_B,Ba,CdSe,5.9395828779999995,6.034711594397848,0.1846490947205835
999,II-VI,M_B,B,CdSe,4.422572778,4.995540121606565,0.1524014138755871
1000,II-VI,M_B,Al,CdSe,2.877353996,3.2727920687389256,0.11332030571571497
1001,II-VI,M_B,Ga,CdSe,2.250518178,2.5141670638492215,0.11841086318077847
1002,II-VI,M_B,In,CdSe,2.967862445,2.5292618500888144,0.13111684849695196
1003,II-VI,M_B,Tl,CdSe,2.5246590319999997,0.7642348561899631,0.17038097124962373
1004,II-VI,M_B,C,CdSe,5.21914622,5.850015503053751,0.1518590038491932
1005,II-VI,M_B,Sn,CdSe,1.996154294,2.246297154887023,0.10532314749999351
1006,II-VI,M_B,Pb,CdSe,2.22145289,0.6165114060351329,0.14178352948631737
1007,II-VI,M_B,N,CdSe,2.171782411,1.7484698224385262,0.19389895886112132
1008,II-VI,M_B,P,CdSe,1.1900542840000001,2.4937819261790084,0.1922989931172923
1009,II-VI,M_B,As,CdSe,1.338914214,2.137023082366522,0.12314420498329304
1010,II-VI,M_B,Sb,CdSe,1.287338474,1.7501250284323706,0.11001073245580585
1011,II-VI,M_B,Bi,CdSe,1.3458729999999999,0.5515145942959896,0.17003019741454453
1012,II-VI,M_B,O,CdSe,0.818702485,2.104430808338301,0.1683073717253344
1013,II-VI,M_B,S,CdSe,0.216377415,2.6784386093996964,0.12980853696157807
1014,II-VI,M_B,Se,CdSe,0.000445215,2.2010749625119024,0.1341032744074091
1015,II-VI,M_B,Te,CdSe,0.247962655,2.13674589216022,0.13855268832057183
1016,II-VI,M_B,F,CdSe,1.2965502770000001,1.3222866136642393,0.2015748436177783
1017,II-VI,M_B,Cl,CdSe,0.581179923,1.4337951151270822,0.20156898534786816
1018,II-VI,M_B,Br,CdSe,0.5034958079999999,1.1639778112222179,0.18646818067040088
1019,II-VI,M_B,I,CdSe,0.512475748,1.8283943320604035,0.14344802120803238
1020,II-VI,M_B,Sc,CdSe,6.1033767139999995,4.672428417850817,0.12377273698614728
1021,II-VI,M_B,Ti,CdSe,5.926630122000001,4.3588070822374565,0.12244941906228242
1022,II-VI,M_B,V,CdSe,4.745591843,4.147452070764874,0.13796150249330488
1023,II-VI,M_B,Cr,CdSe,3.678555893,2.8763286811404614,0.11224475435766902
1024,II-VI,M_B,Mn,CdSe,3.5073366530000003,2.7408180753096474,0.13688127411205345
1025,II-VI,M_B,Fe,CdSe,3.339505628,2.456387568454553,0.11894156874574008
1026,II-VI,M_B,Co,CdSe,5.036419543,2.6648227048473503,0.10861883727706981
1027,II-VI,M_B,Ni,CdSe,3.2272493489999996,2.4157483888748934,0.10827237908304405
1028,II-VI,M_B,Cu,CdSe,3.2001999789999998,2.460180594148154,0.13891290745263163
1029,II-VI,M_B,Zn,CdSe,2.638546638,2.0344109626000964,0.12591318005745633
1030,II-VI,M_B,Y,CdSe,6.739325424,5.753309949833519,0.11674705659452522
1031,II-VI,M_B,Zr,CdSe,6.708015705,5.6924543792580895,0.11637472503702213
1032,II-VI,M_B,Nb,CdSe,6.195603837,5.682485661845941,0.12917394831259393
1033,II-VI,M_B,Mo,CdSe,6.218672895,5.856663341987771,0.12533029834971862
1034,II-VI,M_B,Tc,CdSe,5.80031497,4.768724483134154,0.11259923973353836
1035,II-VI,M_B,Ru,CdSe,4.78649091,4.235397712054725,0.11176753070318941
1036,II-VI,M_B,Rh,CdSe,3.751232173,3.9183981257710387,0.10794507028179254
1037,II-VI,M_B,Pd,CdSe,2.408124545,2.958699710423751,0.11307164135474658
1038,II-VI,M_B,Ag,CdSe,2.321827785,2.2910196306674813,0.16858153770582032
1039,II-VI,M_B,La,CdSe,7.191674341000001,6.056420492670872,0.14134935312682215
1040,II-VI,M_B,Ta,CdSe,7.42013333,7.830674881999036,0.15245527339736883
1041,II-VI,M_B,W,CdSe,8.29220798,7.634261330735114,0.1507483337076058
1042,II-VI,M_B,Re,CdSe,6.98197368,7.3773276930639184,0.13809988332877093
1043,II-VI,M_B,Ir,CdSe,4.072904988,3.6950954522692867,0.13364100204669685
1044,II-VI,M_B,Pt,CdSe,2.2117396,2.8321424378415463,0.11825345781206675
1045,II-VI,M_B,Au,CdSe,2.35401323,1.7469339235389085,0.12796489134544725
1046,II-VI,M_B,Hg,CdSe,2.26048403,1.1447998701456517,0.14363727112906813
1047,II-VI,M_i_A,Li,CdSe,0.9814773999999999,1.3782215210461566,0.12548505118169348
1048,II-VI,M_i_A,Na,CdSe,2.7661356489999998,2.606991152569112,0.12288594024894933
1049,II-VI,M_i_A,Rb,CdSe,2.1194992040000002,3.4685148163375743,0.095141905490812
1050,II-VI,M_i_A,Cs,CdSe,2.7272201739999997,3.6865853866368665,0.14004116765057362
1051,II-VI,M_i_A,Be,CdSe,3.542045148,2.5850485465666457,0.12322054523018716
1052,II-VI,M_i_A,Mg,CdSe,2.303796148,2.798658882152395,0.1457509322035404
1053,II-VI,M_i_A,Ca,CdSe,2.3101981080000002,3.048588137030279,0.07258234079727169
1054,II-VI,M_i_A,Sr,CdSe,2.612504148,3.5996333266861145,0.1060662972493583
1055,II-VI,M_i_A,Ba,CdSe,3.256052878,4.062869366394302,0.10836513353668241
1056,II-VI,M_i_A,B,CdSe,5.237002778,4.232330721619631,0.10363064925945083
1057,II-VI,M_i_A,Al,CdSe,2.521233996,2.764820903615442,0.09424736822470045
1058,II-VI,M_i_A,Ga,CdSe,1.6419381780000002,2.4994773016883705,0.07119412284315205
1059,II-VI,M_i_A,In,CdSe,2.707912445,2.962394296775185,0.09252570976819184
1060,II-VI,M_i_A,Tl,CdSe,2.035249032,2.6786999285824837,0.10561560251767828
1061,II-VI,M_i_A,C,CdSe,6.99433622,6.5982261317335515,0.12469463703875112
1062,II-VI,M_i_A,Si,CdSe,3.79659125,3.7068351713023766,0.07848488853368958
1063,II-VI,M_i_A,Ge,CdSe,2.988327453,3.1629843809483895,0.07337084315021924
1064,II-VI,M_i_A,Sn,CdSe,2.794324294,3.4407580732095853,0.08034436634231305
1065,II-VI,M_i_A,Pb,CdSe,2.60999289,3.4523303558471796,0.11987847531081498
1066,II-VI,M_i_A,N,CdSe,4.510322411000001,3.5894074119797614,0.17028911716605818
1067,II-VI,M_i_A,P,CdSe,4.096534284,4.208978078819737,0.12305708759821715
1068,II-VI,M_i_A,As,CdSe,4.076884214,3.686529127584039,0.09813045707225616
1069,II-VI,M_i_A,Sb,CdSe,4.220988473999999,3.866437645031572,0.08088029786033428
1070,II-VI,M_i_A,O,CdSe,4.001012485,3.535900444705908,0.13651699648631271
1071,II-VI,M_i_A,S,CdSe,4.401567415,4.706902891160095,0.1268198663070244
1072,II-VI,M_i_A,Te,CdSe,4.888982655,4.364282034636412,0.08804901748746052
1073,II-VI,M_i_A,Cl,CdSe,3.081729923,3.8718617425876958,0.10867887883789797
1074,II-VI,M_i_A,Br,CdSe,3.629685808,3.877176332587152,0.11001304872281341
1075,II-VI,M_i_A,I,CdSe,4.507035748,5.071643158602678,0.10781403699405351
1076,II-VI,M_i_A,Sc,CdSe,3.363756714,3.5817238893814705,0.09032201403794275
1077,II-VI,M_i_A,Ti,CdSe,3.3619601219999997,3.1371466763799547,0.07417121991205808
1078,II-VI,M_i_A,V,CdSe,2.9555518430000003,2.8374476932459887,0.07298885269325914
1079,II-VI,M_i_A,Cr,CdSe,2.100765893,2.0534067831745544,0.07868903169481374
1080,II-VI,M_i_A,Mn,CdSe,2.237176653,2.1234926395819533,0.10498477282113657
1081,II-VI,M_i_A,Co,CdSe,4.610789543,2.3015548609917893,0.057323023543602636
1082,II-VI,M_i_A,Ni,CdSe,3.211619349,2.129017946197359,0.06587008504554005
1083,II-VI,M_i_A,Cu,CdSe,2.774569979,2.0675582446505834,0.08836753510406696
1084,II-VI,M_i_A,Zn,CdSe,1.9755766380000002,1.767079011065435,0.08185694048231157
1085,II-VI,M_i_A,Y,CdSe,3.3653654239999997,4.5244069762904,0.07501563992900945
1086,II-VI,M_i_A,Zr,CdSe,3.744005705,4.171991274979436,0.08239006732923243
1087,II-VI,M_i_A,Nb,CdSe,3.764323837,4.537499128708558,0.07152849403463236
1088,II-VI,M_i_A,Mo,CdSe,5.150562895,4.790855151582496,0.06445756427182894
1089,II-VI,M_i_A,Tc,CdSe,4.87362497,4.372570011685725,0.0717188732919773
1090,II-VI,M_i_A,Ru,CdSe,4.13087091,4.065070614045581,0.06804635042584796
1091,II-VI,M_i_A,Rh,CdSe,3.216322173,3.2045595313153754,0.0759088939706712
1092,II-VI,M_i_A,Pd,CdSe,2.416534545,2.87594317450529,0.09296648867707127
1093,II-VI,M_i_A,Ag,CdSe,1.943047785,2.438856523314893,0.08752409181631726
1094,II-VI,M_i_A,La,CdSe,3.5142343410000003,4.366317943009478,0.13934900443793552
1095,II-VI,M_i_A,Hf,CdSe,3.130416715,4.749575372571331,0.08043124550907518
1096,II-VI,M_i_A,Ta,CdSe,4.69261333,5.6223721422489685,0.08222972723485586
1097,II-VI,M_i_A,W,CdSe,6.59898798,6.3623245261268915,0.1172268200279197
1098,II-VI,M_i_A,Re,CdSe,6.51964368,5.650491406757805,0.08409937123943964
1099,II-VI,M_i_A,Os,CdSe,6.21440731,5.340234121555946,0.0662896355546326
1100,II-VI,M_i_A,Ir,CdSe,4.578474988,3.8261466928321353,0.07343900269930057
1101,II-VI,M_i_A,Pt,CdSe,3.4883896,3.2895612560515572,0.0881671022500435
1102,II-VI,M_i_A,Hg,CdSe,2.22862403,2.3516477237795383,0.08139733989971898
1103,II-VI,M_i_B,Li,CdSe,0.6153074000000001,1.3598601541743958,0.11720687080440961
1104,II-VI,M_i_B,Na,CdSe,2.7441556489999996,2.6597190549678653,0.11287672604801985
1105,II-VI,M_i_B,K,CdSe,1.830715514,2.8119649131831705,0.12054628529089481
1106,II-VI,M_i_B,Rb,CdSe,2.589789204,3.635333709478053,0.10090170490893903
1107,II-VI,M_i_B,Cs,CdSe,3.6794301739999997,3.9251456590823937,0.15749332384961093
1108,II-VI,M_i_B,Be,CdSe,2.338545148,2.5814191649559857,0.11548849704221782
1109,II-VI,M_i_B,Mg,CdSe,1.825266148,2.837189852200713,0.1391903552359156
1110,II-VI,M_i_B,Ca,CdSe,2.447248108,3.1316049526885714,0.08498688683695656
1111,II-VI,M_i_B,Ba,CdSe,3.834602878,4.264055531032071,0.10661565025167676
1112,II-VI,M_i_B,Al,CdSe,2.449843996,2.799782086865162,0.09386008750891703
1113,II-VI,M_i_B,Ga,CdSe,1.6947781780000002,2.5633578225481046,0.07827875706547861
1114,II-VI,M_i_B,In,CdSe,2.868222445,3.1045017852671153,0.07973053006258196
1115,II-VI,M_i_B,Tl,CdSe,2.331419032,2.849752827256471,0.10933278561340051
1116,II-VI,M_i_B,C,CdSe,7.33591622,6.619259991870507,0.10612629180321195
1117,II-VI,M_i_B,Si,CdSe,3.58497125,3.750452954640972,0.09884517235550384
1118,II-VI,M_i_B,Ge,CdSe,2.925487452,3.210844410809287,0.06337187050013589
1119,II-VI,M_i_B,Sn,CdSe,3.0185242939999997,3.561721410794706,0.06747249686109713
1120,II-VI,M_i_B,Pb,CdSe,2.94811289,3.630628700800962,0.11678914597550297
1121,II-VI,M_i_B,N,CdSe,4.867622411,3.592184030145526,0.1663239319065034
1122,II-VI,M_i_B,P,CdSe,4.420024284,4.262979708795941,0.12462475100227431
1123,II-VI,M_i_B,As,CdSe,4.356494214,3.733235141676748,0.09943422508362937
1124,II-VI,M_i_B,Sb,CdSe,4.459938473999999,3.9467024117707536,0.08195336765007229
1125,II-VI,M_i_B,Bi,CdSe,4.271933,4.12765879104847,0.10669224385234961
1126,II-VI,M_i_B,O,CdSe,4.806492485,3.578521910190484,0.12962182723930243
1127,II-VI,M_i_B,S,CdSe,4.872427415,4.752620476964723,0.12547252880285087
1128,II-VI,M_i_B,Te,CdSe,5.162722655,4.450844532381529,0.0848877575135678
1129,II-VI,M_i_B,F,CdSe,2.956380278,2.7706267667573266,0.12031575895529219
1130,II-VI,M_i_B,Br,CdSe,4.095695808,3.9164093436170204,0.1075273457015383
1131,II-VI,M_i_B,I,CdSe,4.857405748,5.21371634676764,0.1006281086158396
1132,II-VI,M_i_B,Sc,CdSe,3.183306714,3.6459727723149213,0.0796476402291514
1133,II-VI,M_i_B,Ti,CdSe,3.332720122,3.216817634882291,0.07636720772137585
1134,II-VI,M_i_B,V,CdSe,2.930901843,2.9135777763129083,0.07704442641902955
1135,II-VI,M_i_B,Cr,CdSe,1.709245893,2.1138091834440362,0.08830252755461304
1136,II-VI,M_i_B,Mn,CdSe,1.587126653,2.151789215812117,0.11565734671348804
1137,II-VI,M_i_B,Fe,CdSe,2.467165628,1.969043767199699,0.0786768900852104
1138,II-VI,M_i_B,Co,CdSe,4.088729543,2.3418031140790876,0.05970199815300402
1139,II-VI,M_i_B,Ni,CdSe,2.7258493489999998,2.1693617617849403,0.05440128404887823
1140,II-VI,M_i_B,Cu,CdSe,2.252499979,2.1042205486450603,0.07883139669859403
1141,II-VI,M_i_B,Zn,CdSe,2.020086638,1.8200302947529008,0.08357905951076458
1142,II-VI,M_i_B,Y,CdSe,3.6010454239999996,4.682661890026928,0.06327293008681457
1143,II-VI,M_i_B,Zr,CdSe,4.130145705,4.288684510681931,0.09619656052010049
1144,II-VI,M_i_B,Nb,CdSe,4.393033837,4.632501990196611,0.07198455557691144
1145,II-VI,M_i_B,Mo,CdSe,4.431372895,4.903087651031382,0.07205106173145759
1146,II-VI,M_i_B,Tc,CdSe,4.58039497,4.478473513405333,0.06766608206877442
1147,II-VI,M_i_B,Ru,CdSe,4.13847091,4.167667231456866,0.06682708520837649
1148,II-VI,M_i_B,Rh,CdSe,3.2510121730000003,3.3267004977816512,0.07600777214888804
1149,II-VI,M_i_B,Ag,CdSe,1.792577785,2.552978290600268,0.08371293749399407
1150,II-VI,M_i_B,Hf,CdSe,3.282696715,4.925460261966959,0.08225537601697937
1151,II-VI,M_i_B,Ta,CdSe,5.28788333,5.797879858898867,0.1015132879796146
1152,II-VI,M_i_B,W,CdSe,6.25354798,6.520947803378689,0.13679660365022156
1153,II-VI,M_i_B,Re,CdSe,6.32870368,5.826860558626584,0.0849795269899871
1154,II-VI,M_i_B,Os,CdSe,6.08748731,5.501703019942124,0.0908352754565744
1155,II-VI,M_i_B,Ir,CdSe,4.5658849880000005,3.989082867666858,0.07782905585338172
1156,II-VI,M_i_B,Pt,CdSe,3.1575896,3.430614606641177,0.09069811426513777
1157,II-VI,M_i_B,Au,CdSe,3.06628323,2.650654092150961,0.08609690993662136
1158,II-VI,M_i_B,Hg,CdSe,2.43299403,2.5015456990761487,0.08524227729826606
1159,II-VI,M_i_neut,Li,CdSe,1.0032974000000001,1.3786384226782271,0.12100904373294147
1160,II-VI,M_i_neut,Na,CdSe,3.279785649,2.620552934421938,0.12286745939662742
1161,II-VI,M_i_neut,K,CdSe,2.417235514,2.7809385663997928,0.11834096639361477
1162,II-VI,M_i_neut,Rb,CdSe,3.0655092039999996,3.5947208918214684,0.10244556179517579
1163,II-VI,M_i_neut,Cs,CdSe,3.1618001739999997,3.80539121762001,0.1389632633042698
1164,II-VI,M_i_neut,Be,CdSe,2.293535148,2.5592360372579153,0.10035566955110531
1165,II-VI,M_i_neut,Mg,CdSe,2.4462561480000002,2.823811447151185,0.15152941481157556
1166,II-VI,M_i_neut,Sr,CdSe,3.722554148,3.7321639414812635,0.10630943842160644
1167,II-VI,M_i_neut,Ba,CdSe,4.276482878,4.19237378588703,0.11412102168894739
1168,II-VI,M_i_neut,B,CdSe,5.2071927780000005,4.2366363766133,0.10191536921371529
1169,II-VI,M_i_neut,Al,CdSe,3.001953996,2.796168875721821,0.10127777851227589
1170,II-VI,M_i_neut,Ga,CdSe,2.2801681780000003,2.5150110705457736,0.07802530948472987
1171,II-VI,M_i_neut,In,CdSe,3.363812445,3.014723489257656,0.08306484897607726
1172,II-VI,M_i_neut,Tl,CdSe,2.821719032,2.5985408930328693,0.09771391814700443
1173,II-VI,M_i_neut,C,CdSe,6.89010622,6.615954993040728,0.11753785456408938
1174,II-VI,M_i_neut,Si,CdSe,3.75819125,3.749604944084473,0.09646363140970794
1175,II-VI,M_i_neut,Ge,CdSe,3.214297453,3.151399163607929,0.06770830788086639
1176,II-VI,M_i_neut,Sn,CdSe,3.436124294,3.456305327346005,0.07118483779851054
1177,II-VI,M_i_neut,Pb,CdSe,3.46557289,3.3879529551065963,0.13033468771997167
1178,II-VI,M_i_neut,N,CdSe,5.136902411,3.6058711048119405,0.14547459419699527
1179,II-VI,M_i_neut,As,CdSe,3.784474214,3.6593613815487225,0.09921690576130451
1180,II-VI,M_i_neut,Sb,CdSe,3.9177584739999998,3.7974860416026743,0.09252626586609584
1181,II-VI,M_i_neut,Bi,CdSe,3.7110230000000004,3.8951754187800587,0.10417539180355552
1182,II-VI,M_i_neut,O,CdSe,3.999742485,3.554657761362448,0.12844661420872863
1183,II-VI,M_i_neut,S,CdSe,4.308607415,4.694498715005805,0.11890167759117044
1184,II-VI,M_i_neut,Te,CdSe,4.702812655,4.3428833326337966,0.09283415500946034
1185,II-VI,M_i_neut,F,CdSe,1.9534002780000002,2.747902384387193,0.11010600137870673
1186,II-VI,M_i_neut,Cl,CdSe,3.095389923,3.884935353037805,0.0917952231965861
1187,II-VI,M_i_neut,Br,CdSe,3.632745808,3.839482684197436,0.10307254973874501
1188,II-VI,M_i_neut,I,CdSe,4.445575748,5.1746427467460645,0.11808407077235111
1189,II-VI,M_i_neut,Sc,CdSe,4.005396714,3.6274147316837335,0.09510706837163925
1190,II-VI,M_i_neut,Ti,CdSe,3.3511801219999997,3.18434318146822,0.07148639175571476
1191,II-VI,M_i_neut,V,CdSe,2.9201618430000003,2.8471965647491997,0.07233408220499084
1192,II-VI,M_i_neut,Cr,CdSe,1.983755893,2.069023373333576,0.07176064025398585
1193,II-VI,M_i_neut,Mn,CdSe,1.5968966530000002,2.0857389016316192,0.11627784282466123
1194,II-VI,M_i_neut,Fe,CdSe,2.158045628,1.9073468436531826,0.08703027954190173
1195,II-VI,M_i_neut,Cu,CdSe,2.201539979,2.0486934215588053,0.08235336836272017
1196,II-VI,M_i_neut,Zn,CdSe,2.280386638,1.7564315998032192,0.08405267511526184
1197,II-VI,M_i_neut,Y,CdSe,4.550605424,4.6402066499911,0.07322503719574278
1198,II-VI,M_i_neut,Zr,CdSe,3.973815705,4.201778739300879,0.09127749758921071
1199,II-VI,M_i_neut,Nb,CdSe,4.248673837,4.559859230744184,0.07078236526183321
1200,II-VI,M_i_neut,Mo,CdSe,4.679552895,4.797805433078293,0.06267811029516569
1201,II-VI,M_i_neut,Tc,CdSe,4.55545497,4.388859958172198,0.06532899787992565
1202,II-VI,M_i_neut,Ru,CdSe,3.92926091,4.040118937904005,0.07561914307942728
1203,II-VI,M_i_neut,Rh,CdSe,2.9753821730000003,3.190763059947127,0.06909451075468345
1204,II-VI,M_i_neut,Pd,CdSe,2.115024545,2.871907497802046,0.09440507393567872
1205,II-VI,M_i_neut,La,CdSe,4.639744341,4.3998555040143525,0.12579479496349263
1206,II-VI,M_i_neut,Hf,CdSe,3.123516715,4.71770993804366,0.0840372372705219
1207,II-VI,M_i_neut,Ta,CdSe,4.94386333,5.5450298788413095,0.08104903912441264
1208,II-VI,M_i_neut,W,CdSe,6.14999798,6.24285682589909,0.11665552358621713
1209,II-VI,M_i_neut,Re,CdSe,6.21830368,5.5910437549073295,0.08160854204722794
1210,II-VI,M_i_neut,Os,CdSe,5.49333731,5.223919916947749,0.07048869382158854
1211,II-VI,M_i_neut,Ir,CdSe,3.902154988,3.709231353887666,0.07017198818415832
1212,II-VI,M_i_neut,Pt,CdSe,2.7627296,3.1638115787163916,0.09144027477476621
1213,II-VI,M_i_neut,Au,CdSe,2.96875323,2.378535481054781,0.09172415171968315
1214,II-VI,M_i_neut,Hg,CdSe,2.71542403,2.2751213224976814,0.08032285757186675
1215,II-VI,M_A,Li,CdS,1.6575797490000002,1.216749437439106,0.16078647505572258
1216,II-VI,M_A,Na,CdS,3.6471244489999997,2.400720149509426,0.1764985955147544
1217,II-VI,M_A,K,CdS,2.137086994,2.4329647298686274,0.1341308171893276
1218,II-VI,M_A,Rb,CdS,2.365114694,2.101480011929007,0.16106091582413096
1219,II-VI,M_A,Cs,CdS,2.610320324,2.2934885428538108,0.17445367140337445
1220,II-VI,M_A,Be,CdS,0.641445818,1.2419550083133526,0.24161992387288528
1221,II-VI,M_A,Mg,CdS,0.146839798,1.04022445026038,0.187328753402655
1222,II-VI,M_A,Ca,CdS,0.7152848479999999,1.6822910903861081,0.12449871799461516
1223,II-VI,M_A,Sr,CdS,0.887245008,1.1096640456765763,0.11645519718206716
1224,II-VI,M_A,Ba,CdS,1.060454918,0.7560876085690827,0.10890413665354953
1225,II-VI,M_A,B,CdS,2.5367527780000003,3.4257765847728168,0.17880229905788672
1226,II-VI,M_A,Al,CdS,0.310267381,2.0135081289554426,0.1471047985245586
1227,II-VI,M_A,Ga,CdS,0.6487075179999999,1.5238366631945006,0.08617258971333615
1228,II-VI,M_A,Tl,CdS,1.6313390319999999,1.2257118672878444,0.1311856093441189
1229,II-VI,M_A,C,CdS,6.55747622,7.829554906606331,0.165870680436648
1230,II-VI,M_A,Si,CdS,2.19917125,3.3684501717217956,0.1497194882070474
1231,II-VI,M_A,Ge,CdS,1.4286074519999998,2.736133381082589,0.1314719612635371
1232,II-VI,M_A,Sn,CdS,1.1565142940000002,1.8010079020341627,0.10043220732875169
1233,II-VI,M_A,Pb,CdS,0.84948289,1.1655074631703815,0.09760954200210142
1234,II-VI,M_A,N,CdS,6.686412411,5.209183052403855,0.20153416499326593
1235,II-VI,M_A,P,CdS,3.9191442839999997,4.10297300642833,0.11849695716523577
1236,II-VI,M_A,As,CdS,3.407164214,3.77427986616287,0.1221369767083284
1237,II-VI,M_A,Sb,CdS,2.7741784739999997,2.774547367790742,0.14514644272883834
1238,II-VI,M_A,Bi,CdS,2.032943,1.5306591038908621,0.0966664873495535
1239,II-VI,M_A,Te,CdS,5.079142655,3.94470906713322,0.14497125425572585
1240,II-VI,M_A,F,CdS,6.906220277999999,6.2969599072576345,0.18169338988222097
1241,II-VI,M_A,Cl,CdS,6.059379923,6.069366034968591,0.14446443829689457
1242,II-VI,M_A,Br,CdS,5.728235807000001,5.655803230587326,0.16401945606190746
1243,II-VI,M_A,I,CdS,5.3977157479999995,5.393014207018512,0.15113975041772532
1244,II-VI,M_A,Sc,CdS,1.155692184,2.0921904048825537,0.13172766282910583
1245,II-VI,M_A,Ti,CdS,1.632998858,1.4806363950549302,0.07835522040918565
1246,II-VI,M_A,Cr,CdS,1.238625026,1.0054941949472376,0.09938003431767009
1247,II-VI,M_A,Mn,CdS,0.33081578300000003,0.9294862911371142,0.13110984624610225
1248,II-VI,M_A,Fe,CdS,1.202317053,1.317698920812285,0.09660498430245652
1249,II-VI,M_A,Co,CdS,4.415327071,1.8489043441278679,0.1107117672052922
1250,II-VI,M_A,Ni,CdS,2.379789349,1.9852553585604078,0.10772117591148697
1251,II-VI,M_A,Cu,CdS,2.5408399790000002,2.314410526960516,0.1288881036322422
1252,II-VI,M_A,Zn,CdS,0.308544163,1.8376368192057888,0.11945570757107486
1253,II-VI,M_A,Y,CdS,1.138667134,2.051492745673355,0.11546712513201614
1254,II-VI,M_A,Nb,CdS,2.222872931,2.85333579216841,0.13223433070569224
1255,II-VI,M_A,Mo,CdS,3.074972895,3.3570258490949527,0.13426235746508092
1256,II-VI,M_A,Tc,CdS,3.10358497,2.885259670362459,0.1567271992497712
1257,II-VI,M_A,Ru,CdS,3.34154091,3.58594321991526,0.12432413572403801
1258,II-VI,M_A,Rh,CdS,2.825609905,2.737745602458697,0.09175080058342712
1259,II-VI,M_A,Pd,CdS,3.421644545,2.2012619756861485,0.12863628855266157
1260,II-VI,M_A,Ag,CdS,2.575827785,1.8189470342237208,0.12348062536101609
1261,II-VI,M_A,Cd,CdS,-0.000307665,1.363712415260744,0.12238714518929998
1262,II-VI,M_A,La,CdS,1.499023235,1.563333910489898,0.14698559380022097
1263,II-VI,M_A,Hf,CdS,-0.015133285,1.9016410805592343,0.1169364869638952
