,Type,Site,Impurity,AB,(0/-1)_DFT,train_mean,train_std
953,IV-IV,M_i_A,Ge,GeC,2.62,2.058543596812934,0.05452745787091483
954,IV-IV,M_i_B,Ge,GeC,2.55,2.06035286369397,0.0572058481221397
955,IV-IV,M_i_neut,Ge,GeC,2.29,2.048162830782124,0.06008476973986338
956,IV-IV,M_A,C,SnC,1.17,0.712115398949012,0.0846529045619451
957,IV-IV,M_B,Sn,SnC,1.73,1.9069933724505617,0.044879175946182
958,IV-IV,M_i_A,C,SnC,0.84,1.2177021841782616,0.061066868293827965
959,IV-IV,M_i_neut,C,SnC,1.76,1.2333572101334023,0.0567821289459521
960,IV-IV,M_i_B,Sn,SnC,2.0,1.7882834321129046,0.0385434721702681
961,IV-IV,M_i_neut,Sn,SnC,1.88,1.7829255028003437,0.03648854856396088
962,IV-IV,M_A,Ge,SiGe,0.76,0.4979192767791405,0.04421034602240531
963,IV-IV,M_B,Si,SiGe,0.74,0.5105130409184364,0.04967805644961028
964,IV-IV,M_i_A,Ge,SiGe,1.01,0.9150757748662075,0.022751611048778417
965,IV-IV,M_i_neut,Ge,SiGe,0.86,0.9121963369592472,0.021928374201865063
966,IV-IV,M_i_A,Si,SiGe,0.93,0.8643962116333498,0.026592155788630098
967,IV-IV,M_i_B,Si,SiGe,0.91,0.8666384709067121,0.02658850070213803
968,IV-IV,M_A,Sn,SiSn,0.66,0.48016217348895507,0.03482179113941063
969,IV-IV,M_B,Si,SiSn,0.52,0.20809716224234762,0.0491300045674362
970,IV-IV,M_i_A,Sn,SiSn,0.97,0.8773950868720632,0.026221512848087346
971,IV-IV,M_i_B,Sn,SiSn,0.98,0.9063574398224045,0.03076998539544969
972,IV-IV,M_i_neut,Sn,SiSn,0.72,0.8662017874897889,0.022159555274010177
973,IV-IV,M_i_A,Si,SiSn,0.75,0.7830122907105295,0.03348803299754734
974,IV-IV,M_i_B,Si,SiSn,0.86,0.7933742591505998,0.031003082216629556
975,IV-IV,M_i_neut,Si,SiSn,0.65,0.7799138916891499,0.032612783478535017
976,IV-IV,M_A,Sn,GeSn,0.24,0.30570484514008517,0.049081378137070926
977,IV-IV,M_i_A,Sn,GeSn,0.73,0.7464412940205202,0.028095164941996195
978,IV-IV,M_i_B,Sn,GeSn,0.79,0.7717460845763489,0.03210598669434357
979,IV-IV,M_i_neut,Sn,GeSn,0.5,0.7402788916735084,0.026641341671382438
980,IV-IV,M_i_A,Ge,GeSn,0.65,0.6883703756101835,0.024780810154668563
981,IV-IV,M_i_B,Ge,GeSn,0.68,0.7077232188638067,0.03144995335332237
982,IV-IV,M_i_neut,Ge,GeSn,0.39,0.6852124492118996,0.024136241390429188
