,Type,Site,Impurity,AB,(0/-1)_DFT,train_mean,train_std
953,IV-IV,M_i_A,Ge,GeC,2.62,2.063751827765058,0.0500927945101166
954,IV-IV,M_i_B,Ge,GeC,2.55,2.066711797198632,0.05334144511113816
955,IV-IV,M_i_neut,Ge,GeC,2.29,2.0533317136869043,0.055670873918091605
956,IV-IV,M_A,C,SnC,1.17,0.7208193984369402,0.08376539831655973
957,IV-IV,M_B,Sn,SnC,1.73,1.9149109197617604,0.044241860514971705
958,IV-IV,M_i_A,C,SnC,0.84,1.2061006708204478,0.05957663642776271
959,IV-IV,M_i_neut,C,SnC,1.76,1.2216219014523708,0.05638087858261418
960,IV-IV,M_i_B,Sn,SnC,2.0,1.797999139803408,0.037438780882292175
961,IV-IV,M_i_neut,Sn,SnC,1.88,1.7895990647745763,0.035237529432565806
962,IV-IV,M_A,Ge,SiGe,0.76,0.498659249648757,0.04474130867963911
963,IV-IV,M_B,Si,SiGe,0.74,0.5257157260879898,0.040201280852845106
964,IV-IV,M_i_A,Ge,SiGe,1.01,0.9126707629154982,0.021399930705153867
965,IV-IV,M_i_neut,Ge,SiGe,0.86,0.9077886322614436,0.020169434834051345
966,IV-IV,M_i_A,Si,SiGe,0.93,0.8611803239035674,0.02670739689520794
967,IV-IV,M_i_B,Si,SiGe,0.91,0.8651025985713641,0.026944642013868793
968,IV-IV,M_A,Sn,SiSn,0.66,0.49038960942688803,0.0355815524614022
969,IV-IV,M_B,Si,SiSn,0.52,0.21109068546678317,0.047771706882577696
970,IV-IV,M_i_A,Sn,SiSn,0.97,0.8760607806033083,0.025450656269528697
971,IV-IV,M_i_B,Sn,SiSn,0.98,0.9157084763567716,0.029533872632108826
972,IV-IV,M_i_neut,Sn,SiSn,0.72,0.8598128020731858,0.02284307907962376
973,IV-IV,M_i_A,Si,SiSn,0.75,0.784431590747975,0.03212284180185521
974,IV-IV,M_i_B,Si,SiSn,0.86,0.7986086119885789,0.02901997824407376
975,IV-IV,M_i_neut,Si,SiSn,0.65,0.7799693404288772,0.031488963932912443
976,IV-IV,M_A,Sn,GeSn,0.24,0.3150089836414166,0.048742571745437134
977,IV-IV,M_i_A,Sn,GeSn,0.73,0.7615064621972378,0.027702877676220056
978,IV-IV,M_i_B,Sn,GeSn,0.79,0.797516223375523,0.030199014905359485
979,IV-IV,M_i_neut,Sn,GeSn,0.5,0.7506099170812128,0.0261774380110159
980,IV-IV,M_i_A,Ge,GeSn,0.65,0.7063266099991491,0.02367264850156161
981,IV-IV,M_i_B,Ge,GeSn,0.68,0.7320538269001224,0.02943337479214765
982,IV-IV,M_i_neut,Ge,GeSn,0.39,0.6991685178651668,0.022839985698952164
