,Type,Site,Impurity,AB,(+2/+1)_DFT,train_mean,train_std
929,IV-IV,M_i_neut,Br,SiC,2.46,0.8630922724397838,0.050555154320930294
930,IV-IV,M_A,Ba,GeC,-0.29,0.48284093189765986,0.05136816661744811
931,IV-IV,M_i_A,Sn,GeC,1.51,0.9392527336488256,0.04560139015478287
932,IV-IV,M_i_A,S,GeC,0.31,0.6381944918258793,0.05276911173253892
933,IV-IV,M_i_A,Se,GeC,0.83,0.7715692284181276,0.050041604164284326
934,IV-IV,M_i_neut,Pb,GeC,1.3,0.8434853031021255,0.04821957032721773
935,IV-IV,M_i_A,Se,SnC,0.52,0.5217329564001083,0.033486901804859935
936,IV-IV,M_i_A,Si,Si,0.32,0.029854391940056197,0.03677700295311686
937,IV-IV,M_i_neut,Si,Si,-0.31,0.03275663377890461,0.03782576847212355
938,IV-IV,M_i_A,Ge,Ge,-0.04,0.10509037891598183,0.02478228448502156
939,IV-IV,M_i_neut,Ge,Ge,-0.26,0.11218002331879162,0.025813509252149463
940,IV-IV,M_i_A,Sn,Sn,-0.1,0.16000788355866416,0.024718222876712395
941,IV-IV,M_A,C,SiC,-1.07,-0.6566454884048107,0.04790143438267023
942,IV-IV,M_B,Si,SiC,-0.14,0.25652141253546973,0.0634365044697408
943,IV-IV,M_i_A,C,SiC,0.17,0.31115416780720795,0.04659751156106979
944,IV-IV,M_i_B,C,SiC,0.88,0.31350324187605905,0.04651878114554338
945,IV-IV,M_i_neut,C,SiC,0.87,0.31031735734553395,0.04430878503575893
946,IV-IV,M_i_A,Si,SiC,1.43,0.7726731147757478,0.032692934867659715
947,IV-IV,M_i_B,Si,SiC,1.35,0.7711640597082015,0.03493351450130493
948,IV-IV,M_i_neut,Si,SiC,1.48,0.7747366915367853,0.03373802988534227
949,IV-IV,M_A,C,GeC,-1.08,-0.5598636777060588,0.059653433153417354
950,IV-IV,M_B,Ge,GeC,-0.46,0.1600373384851505,0.054628573364872694
951,IV-IV,M_i_A,C,GeC,0.31,0.28789956818065265,0.05308790774099179
952,IV-IV,M_i_neut,C,GeC,0.55,0.2879210562502732,0.051953952001630326
953,IV-IV,M_i_A,Ge,GeC,1.51,0.8426757653753253,0.03691476247914597
954,IV-IV,M_i_B,Ge,GeC,1.23,0.8341457481991454,0.0474820108546176
955,IV-IV,M_i_neut,Ge,GeC,1.44,0.8456436147358293,0.03625431694105962
956,IV-IV,M_A,C,SnC,-0.82,-1.0193400684686102,0.057102397938870744
957,IV-IV,M_B,Sn,SnC,-0.02,0.08767314585137297,0.0607280754468427
958,IV-IV,M_i_A,C,SnC,0.05,0.10235525206881739,0.050503073669847784
959,IV-IV,M_i_neut,C,SnC,-1.13,0.08836768886514199,0.04501148426819936
960,IV-IV,M_i_B,Sn,SnC,0.98,0.8007562726592645,0.029654070492301496
961,IV-IV,M_i_neut,Sn,SnC,1.13,0.8110555840868894,0.032983268887893664
962,IV-IV,M_A,Ge,SiGe,-0.68,-0.7362248215164284,0.03093093963619586
963,IV-IV,M_B,Si,SiGe,-0.72,-0.27976862400960156,0.030948127281939065
964,IV-IV,M_i_A,Ge,SiGe,0.37,0.13150032938974898,0.022865845910802172
965,IV-IV,M_i_neut,Ge,SiGe,0.29,0.1370069073449597,0.022603565929753332
966,IV-IV,M_i_A,Si,SiGe,0.29,0.15479350450221024,0.02428419731878695
967,IV-IV,M_i_B,Si,SiGe,0.24,0.1584448435341043,0.021901159731408833
968,IV-IV,M_A,Sn,SiSn,-0.53,-0.738186025087147,0.029389531836190027
969,IV-IV,M_B,Si,SiSn,-0.68,-0.5767714436510424,0.04123202965446204
970,IV-IV,M_i_A,Sn,SiSn,0.3,0.11075976225293971,0.02287330239027225
971,IV-IV,M_i_B,Sn,SiSn,0.31,0.15209933949416682,0.024953157955498
972,IV-IV,M_i_neut,Sn,SiSn,-0.11,0.12311754143287221,0.021723053327724423
973,IV-IV,M_i_A,Si,SiSn,0.08,0.032268813384243235,0.025162045676643777
974,IV-IV,M_i_B,Si,SiSn,0.14,0.04134571271523972,0.02505657391926837
975,IV-IV,M_i_neut,Si,SiSn,-0.74,0.028844689479372743,0.02016803368204805
976,IV-IV,M_A,Sn,GeSn,-0.34,-0.6625225525625366,0.040322127544758994
977,IV-IV,M_i_A,Sn,GeSn,0.05,0.13137626384290718,0.022101044640711977
978,IV-IV,M_i_B,Sn,GeSn,0.08,0.16868808520750864,0.022379952592242403
979,IV-IV,M_i_neut,Sn,GeSn,-0.02,0.14608548798769397,0.021126595005886036
980,IV-IV,M_i_A,Ge,GeSn,-0.02,0.029614161979769533,0.022196775764717333
981,IV-IV,M_i_B,Ge,GeSn,-0.01,0.05258102527442384,0.022664951297218194
982,IV-IV,M_i_neut,Ge,GeSn,-0.1,0.04108826634549946,0.022355704996017817
